,zonal_winds,meridional_winds,Humidity,air_temp,sea_surface_temp,Cluster_type,buoy,date,month
776,7.6,3.6,86.2,27.68,29.3,0,12,10/7/1997,10
777,3.7,-2.7,79.8,29.13,29.73,0,12,9/27/1997,9
778,1.4,1.5,75,26.37,27.53,0,12,11/24/1992,11
779,-7.3,-2.4,74,27.6,27.6,0,12,7/31/1996,7
780,-6.4,-3,72.8,27.09,27.9,0,12,11/26/1996,11
781,-1,-0.3,78.1,28.66,29.49,0,12,9/11/1997,9
782,-4.7,-1.6,75,27.36,28.1,0,12,5/16/1995,5
783,-3.6,1.2,67.9,27.05,27.64,0,12,10/7/1996,10
784,-5.7,0.9,84.4,28.03,27.79,0,12,5/10/1994,5
785,0.1,4.5,78.5,28.3,28.79,0,12,3/28/1992,3
786,-7.3,-0.1,78.6,27.32,27.66,0,12,7/9/1996,7
787,1.3,2.8,80.6,27.99,29.06,0,12,9/10/1997,9
788,-2.9,-5.1,91.6,26.94,29.58,0,12,1/19/1995,1
789,-7.8,0.4,73.8,27.24,27.57,0,12,8/2/1995,8
790,-5.9,0.9,80.6,25.97,26.45,1,12,11/17/1995,11
791,-3.4,1.2,78,28.42,28.7,0,12,7/12/1994,7
792,-1.2,-6.3,81.9,27.79,27.68,0,12,3/21/1998,3
793,-6,-1.7,85.7,27.99,28.12,0,12,6/5/1998,6
794,-4.5,0.3,73.9,28.74,29.22,0,12,9/10/1993,9
795,-1.7,3.2,76,27.87,28.11,0,12,12/6/1993,12
796,3.2,-2,86.2,27.95,29.35,0,12,1/11/1998,1
797,-7.1,-1.2,74.2,26.41,26.79,1,12,12/11/1995,12
798,-5,0.1,80,28.49,28.63,0,12,7/3/1994,7
799,3,-1.9,82.8,27.99,29.26,0,12,1/9/1998,1
800,-4.4,-1.3,82,28.26,28.63,0,12,6/15/1994,6
801,-7.1,-0.9,86.3,26.58,26.69,1,28,2/3/1993,2
802,-8.2,1.3,76.3,27.06,27.14,1,28,7/16/1996,7
803,-5.1,-4.2,88.1,26.86,27.11,1,28,3/29/1996,3
804,-5.2,-1.5,83.6,25.97,25.34,1,28,12/25/1989,12
805,-1.1,-3.3,86.4,27.75,29.19,0,28,3/15/1998,3
806,-7.7,-2,82.9,25.85,25.88,1,28,2/27/1997,2
807,-4,-3.7,76.3,27.41,27.93,0,28,4/11/1997,4
808,-2.6,-2.3,84.4,26.41,27.27,0,28,5/31/1998,5
809,2.1,-1.4,86.4,27.67,29.69,0,28,3/25/1998,3
810,-6.8,-2.2,80.7,26.26,26.55,1,28,5/17/1995,5
811,-6.7,1.2,80.3,26.13,25.68,1,28,12/29/1989,12
812,-5.9,0.2,94,24.74,25.1,1,28,8/28/1995,8
813,-5.4,-1.7,83.3,24.77,25.04,1,28,10/13/1996,10
814,-6.4,-0.7,87.2,24.64,24.41,1,28,12/29/1995,12
815,-0.9,-7,88.9,27.16,28.96,0,28,2/20/1998,2
816,-7.9,3.2,76.3,28.03,29.01,0,28,7/3/1997,7
817,-7.6,-1.1,72.7,25.54,26.45,1,28,9/18/1996,9
818,-7.7,0.4,81.5,26.21,26.88,1,28,8/14/1994,8
819,-0.9,-1.6,83.2,27.31,28.38,0,28,2/1/1992,2
820,3.1,2,80.9,27.55,28.01,0,28,1/24/1992,1
821,-6.1,0.5,67.3,25.62,26.32,1,28,8/6/1996,8
822,-4.8,-1.3,84.4,25.66,25.99,1,28,12/15/1992,12
823,-4.1,0.6,66.5,28.11,28.83,0,28,7/12/1997,7
824,-4.6,-4.8,80.4,25.87,26.43,1,28,5/7/1995,5
825,-3.9,1.9,69.8,28.46,29.2,0,28,10/14/1997,10
826,-4.9,1.9,78.4,27.87,28.47,0,28,8/22/1997,8
827,-4.3,-0.6,78,26.79,27.11,0,28,3/19/1997,3
828,-7.2,0.9,80,26.13,26.73,1,28,8/8/1994,8
829,-7,0.4,81.2,26.33,26.76,1,28,11/14/1993,11
830,-6.9,1.6,72.1,27.07,27.58,0,28,12/4/1994,12
831,-5.2,1.3,76.7,27.83,29.1,0,28,10/12/1997,10
832,-6,-1.4,76.3,24.38,24.84,1,28,1/7/1997,1
833,-6.4,2.7,69.4,28.3,28.35,0,28,5/15/1997,5
834,-6,0.3,79.2,26.32,26.53,1,28,2/22/1997,2
835,-7,0.1,83.8,25.78,25.96,1,28,10/26/1993,10
836,-0.4,-0.3,85.5,28.22,29.34,0,28,4/11/1993,4
837,-6.6,-3,85.1,27.02,27.3,1,28,4/2/1996,4
838,-5.1,-0.6,81.6,28.72,29.06,0,28,5/7/1992,5
839,-3.2,1.2,87.3,26.29,26.46,1,28,3/3/1994,3
840,-5.4,-3,75.9,25.66,25.91,1,28,2/8/1997,2
841,-1,-5,81.1,28.58,29.82,0,28,1/17/1998,1
842,-6.8,-4.4,86.8,26.82,26.48,1,28,3/26/1996,3
843,-3.5,2.8,69,28.22,28.99,0,28,10/3/1997,10
844,-7.6,-2.8,84.1,24.34,24.34,1,28,12/22/1996,12
845,-5.9,-2.5,92.7,23.78,23.76,1,28,11/1/1995,11
846,-7,-2.4,83.3,26.88,27.54,1,28,6/27/1994,6
847,-2.8,-3.3,86.7,24.66,25.51,1,28,11/4/1992,11
848,-1.6,-5,82.8,27.35,28.34,0,28,2/2/1992,2
849,-6.8,2.8,72.2,28.46,28.89,0,28,6/30/1997,6
850,-0.8,-3.6,82.3,28.66,29.92,0,28,2/1/1998,2
851,-2.5,-0.2,83.6,27.79,29.77,0,28,11/27/1997,11
852,-6.7,-2,89.5,26.46,26.79,1,28,7/20/1993,7
853,-6.7,-3.6,84,25.58,25.4,1,28,1/28/1993,1
854,-5.3,-2.8,92.3,23.9,24.31,1,28,10/31/1995,10
855,-5.8,-2,92.3,25.93,26.26,1,28,2/23/1996,2
856,-7.8,-1,79.5,26.25,26.51,1,28,8/1/1994,8
857,-6.3,-2.2,70.7,27.79,27.91,0,28,12/24/1991,12
858,-6.5,-1.7,78.2,26.8,27.35,0,28,3/12/1995,3
859,-7.7,-0.3,82.1,26.61,26.81,1,28,1/5/1995,1
860,-6,0.2,81,27.63,28.32,0,28,5/9/1994,5
861,-5.9,-5.2,86.3,26.38,26.55,1,28,7/25/1993,7
862,-5.6,-3,85.9,25.7,25.94,1,28,12/17/1992,12
863,-6.3,-2,80.8,26.67,26.87,1,28,3/14/1997,3
864,1.1,-6.1,90.2,26.49,28.81,0,28,2/21/1998,2
865,-8,0.5,73.2,26.57,26.76,1,28,7/10/1995,7
866,-7.5,1.9,78.8,26.21,26.8,1,28,10/20/1993,10
867,-7,-2.3,81.2,25.54,26.13,1,28,1/6/1994,1
868,-3.7,-2.5,80.5,28.6,29.12,0,28,4/2/1992,4
869,-7.7,0.6,87.6,26.47,26.38,1,28,2/27/1996,2
870,-3.7,-2.1,89.5,25.98,26.9,1,28,2/24/1993,2
871,-6.4,2.5,70.2,28.15,28.61,0,28,8/5/1997,8
872,-3.8,0.6,78.5,27.63,27.82,0,28,1/12/1992,1
873,-5.9,-0.7,78.9,25.98,26.04,1,28,11/18/1992,11
874,-4.8,0.1,78.9,27.75,27.92,0,28,12/22/1991,12
875,-3.4,-0.5,84,28.3,29.79,0,28,12/30/1997,12
876,0.3,0.2,86,28.19,29.55,0,28,3/24/1998,3
877,-7.3,0,79.7,28.64,28.58,0,28,2/12/1992,2
878,-5.9,-1.1,78.5,27.47,27.7,0,28,12/5/1991,12
879,-3.9,0.1,82.3,25.86,26.66,1,28,10/9/1994,10
880,-6.6,0.8,80.9,26.33,26.99,1,28,10/18/1993,10
881,-4.7,-0.5,84,25.66,26.41,1,28,9/27/1992,9
882,-7.3,-2,74.3,26.09,26.37,1,28,2/1/1997,2
883,-7.3,-1.1,75.8,26.17,26.12,1,28,1/12/1990,1
884,-4.8,-4.7,80.8,24.29,24.1,1,28,12/19/1995,12
885,-6.8,-0.2,69.4,28.34,28.8,0,28,7/28/1997,7
886,-4.9,2.1,67.8,28.22,29,0,28,6/18/1997,6
887,-6.1,-0.1,85.6,25.94,26.34,1,28,8/28/1994,8
888,-6.4,-1,81.9,26.33,26.05,1,28,1/31/1990,1
889,-9.1,-0.6,78.4,26.05,26.67,1,28,1/15/1994,1
890,-6.4,-2.1,84.6,24.72,25.7,1,28,10/26/1995,10
891,-5.6,0.9,85.2,26.61,27.2,1,28,6/22/1995,6
892,-7.9,3.2,71,28.46,28.98,0,28,7/15/1997,7
893,-6.8,2.4,82.5,27.99,28.35,0,28,5/14/1994,5
894,-5.5,0.4,75.5,27.99,28.4,0,28,8/16/1997,8
895,-6.8,1.1,73.5,27.11,27.57,0,28,12/3/1994,12
896,-1.6,-1,84.4,28.19,29.91,0,28,1/16/1998,1
897,-5.8,-0.6,85.9,24.68,24.48,1,28,12/31/1995,12
898,-4.7,1.9,80.4,25.9,26.85,1,28,9/27/1994,9
899,-6.5,-1.1,78.4,25.93,25.25,1,28,12/21/1989,12
900,-6.7,-0.8,90.6,25.19,24.96,1,28,1/28/1996,1
901,-6.6,-2.7,86.7,26.58,26.76,1,28,2/4/1993,2
902,-5.8,-1.9,78.7,25.7,25.36,1,28,12/20/1989,12
903,-4.1,-2.5,86.7,24.3,24.87,1,28,11/5/1992,11
904,-4.1,-1.5,82.1,26.37,27.54,0,28,2/20/1995,2
905,-6.9,0.2,85.9,25.26,25.7,1,28,10/23/1995,10
906,-5.4,-3,81.6,27.38,27.85,0,28,7/2/1993,7
907,-1,-2.5,80.7,28.94,30.16,0,28,2/4/1998,2
908,-2.8,-3.3,84.4,27.79,29.24,0,28,1/20/1998,1
909,-6.4,-2.6,83.3,25,24.98,1,28,9/6/1996,9
910,-6,3.5,72.2,28.3,28.61,0,28,9/10/1997,9
911,-3.8,-1.8,84.1,24.38,24.62,1,28,11/18/1996,11
912,3.1,-1.5,94.3,25.69,28.35,0,28,2/16/1998,2
913,-1.4,-4.7,85.6,28.38,29.58,0,28,4/1/1998,4
914,-3.6,1.5,70.6,28.34,28.9,0,28,7/24/1997,7
915,-5.5,-4.7,84,26.66,26.99,1,28,3/8/1993,3
916,-8.1,1.9,74.3,28.69,28.93,0,28,7/19/1997,7
917,-6.9,-1,80.5,29.12,29.09,0,28,4/19/1992,4
918,-7.2,2.2,85.2,26.17,26.78,1,28,2/11/1994,2
919,-5.8,1.6,80.2,26.13,26.54,1,28,8/4/1994,8
920,-6.1,1.2,84.6,24.81,25.17,1,28,8/20/1995,8
921,-4.2,1.8,82.2,26.25,26.69,1,28,11/22/1993,11
922,-0.6,1.5,75.8,28.64,29.16,0,28,3/29/1992,3
923,-5.7,-1.2,89.2,26.45,25.9,1,28,2/11/1990,2
924,-2.2,-2.6,80.9,28.68,28.94,0,28,3/21/1992,3
925,-5.7,-1.1,90.2,27.39,29.72,0,28,12/31/1997,12
926,-5.4,-1.1,75.5,25.78,25.97,1,28,2/9/1997,2
927,-5.5,2,75.1,27.95,28.06,0,28,5/28/1997,5
928,-5.2,-1.7,95.7,23.55,23.42,1,28,12/9/1995,12
929,-7.2,-1.5,83.7,27.83,28.33,0,28,5/7/1994,5
930,-6.4,-0.7,88.9,26.28,26.23,1,28,2/22/1996,2
931,-5.4,-1.3,87.7,26.06,26.24,1,28,6/28/1995,6
932,-6.3,0.2,89.3,25.77,25.42,1,28,2/2/1996,2
933,-7.3,-1.9,84.7,26.33,27.14,1,28,6/19/1995,6
934,-6.5,-1.6,89.7,24.74,24.98,1,28,8/26/1995,8
935,-4.1,-3.2,86.8,24.33,24.04,1,28,12/18/1995,12
936,-3.9,-0.4,79.6,27.32,28.3,0,28,4/24/1994,4
937,-4,-2.2,90.6,24.37,24.06,1,28,12/15/1995,12
938,-3.3,-2.4,78.9,25.66,26.22,1,28,11/20/1992,11
939,-7.6,-1,79.2,25.97,25.79,1,28,12/13/1989,12
940,-4,3.2,75.1,27.72,28.65,0,28,8/31/1997,8
941,-7.8,-1.7,89.3,25.19,25.3,1,28,9/24/1995,9
942,-4.3,-1,88.7,27.82,29.23,0,28,5/7/1993,5
943,-6,1.5,83.2,25.58,25.63,1,28,10/23/1993,10
944,-3.6,-1.4,78.4,25.12,25.74,1,28,8/15/1996,8
945,-6.1,-0.8,82.6,26.09,26.95,1,28,7/19/1994,7
946,-6.3,1,72.2,28.15,28.41,0,28,8/25/1997,8
947,-4.8,0,79.8,26.68,26.99,0,28,6/6/1995,6
948,-2.9,-0.1,75.5,27.27,27.99,0,28,4/15/1995,4
949,-5.6,-0.1,75.8,27.91,27.87,0,28,12/29/1991,12
950,-7.4,1.6,70.9,26.68,27.01,0,28,11/1/1994,11
951,-6.2,1.3,85.8,26.29,26.84,1,28,2/15/1995,2
952,-3.5,-3.8,82.8,26.1,26.55,1,28,5/29/1995,5
953,-6.5,-2.9,87,25.19,25.3,1,28,2/2/1994,2
954,-7.5,-0.5,75.5,25.39,26.38,1,28,9/19/1996,9
955,1.1,-4.5,81.5,28.9,30,0,28,2/6/1998,2
956,-3.3,-2.8,75.5,26.67,27.3,0,28,3/21/1997,3
957,-4.6,3.5,67.3,28.22,28.59,0,28,9/16/1997,9
958,-8.5,-3,80.7,26.53,27.64,1,28,7/5/1994,7
959,-9.3,0.5,89,26.29,26.92,1,28,2/17/1994,2
960,-6,-1.1,77.8,27.42,28.33,0,28,4/24/1995,4
961,-3.8,0.4,82.4,28.36,28.79,0,28,4/24/1992,4
962,-2.4,1.1,69.4,27.95,28.92,0,28,6/5/1997,6
963,-2.6,-2.1,93.1,25.06,25.09,1,28,6/15/1998,6
964,-5.2,0.2,79.5,26.84,27.4,0,28,3/27/1995,3
965,-6.3,0.2,86.3,25.66,25.16,1,28,11/14/1992,11
966,-8.5,-1.8,75.9,26.98,26.86,1,28,7/11/1996,7
967,-7,-0.2,80.4,26.01,25.48,1,28,12/18/1989,12
968,-9.1,-0.1,80.2,26.88,27.56,1,28,7/7/1994,7
969,-7.5,2.2,76.7,28.26,28.67,0,28,5/13/1997,5
970,-8.2,1.2,83.7,25.9,26.36,1,28,1/19/1994,1
971,-7.1,-2.2,85.5,26.1,25.99,1,28,1/1/1993,1
972,-4.7,-3.8,85.2,27.62,28.05,0,28,3/27/1993,3
973,-4.9,1.6,78.8,25.31,25.67,1,28,8/14/1996,8
974,-5.5,-3.2,89.8,24.58,24.35,1,28,11/11/1992,11
975,-6.3,3.3,73.9,28.57,28.94,0,28,10/1/1997,10
976,-6.1,-3.8,82,26.02,26.24,1,28,1/7/1993,1
977,-5.7,-2.2,84.1,26.25,26.08,1,28,2/2/1990,2
978,-7.4,2.7,75.5,28.49,28.95,0,28,7/18/1997,7
979,-8.8,-0.1,80.4,25.98,26.47,1,28,7/17/1995,7
980,-8.3,1.3,82.4,28.68,28.56,0,28,3/2/1992,3
981,-5.6,1.4,80.6,26.33,26.61,1,28,11/26/1993,11
982,-4.5,1.3,76.5,29.29,29.7,0,28,12/3/1997,12
983,-7.8,-2.3,80,26.61,26.85,1,28,2/12/1995,2
984,-3.3,1.6,77.6,27.41,28.01,0,28,5/21/1997,5
985,-6.7,0.5,78.1,26.37,26.19,1,28,1/2/1990,1
986,-5.7,-0.9,84.6,26.88,27.64,0,28,3/16/1994,3
987,-8.2,-1.6,75.5,26.16,26.11,1,28,2/16/1997,2
988,-4.4,-2,88.1,27.99,29.68,0,28,5/11/1998,5
989,-8.4,-1,80,26.57,26.65,1,28,1/27/1995,1
990,-5.6,-0.2,90.3,25.38,25.36,1,28,1/30/1994,1
991,-2.1,-0.6,86.3,27.38,27.77,0,28,3/20/1993,3
992,-2.2,-6.2,86.4,28.11,29.09,0,28,2/26/1998,2
993,-6.7,0.9,81.4,26.57,26.72,1,28,1/29/1995,1
994,-4.5,-1,80,26.55,26.89,1,28,7/2/1996,7
995,-7,-0.7,73.4,27.99,27.89,0,28,12/25/1991,12
996,-4.2,-1.1,79.7,25.94,26.83,1,28,5/3/1995,5
997,-3,-1.6,85.9,26.22,26.86,1,28,2/25/1993,2
998,-7.4,-0.3,85.4,25.74,26.3,1,28,2/25/1994,2
999,-5.8,-1,76.6,26.96,27.39,0,28,11/29/1994,11
1000,-5.6,-3,76,26.33,27,1,28,11/8/1994,11
1001,-6.7,2.5,82,24.18,24.26,1,46,9/9/1993,9
1002,-4.9,2.4,79.7,24.7,25.03,1,46,8/7/1992,8
1003,-6.7,3.3,86.6,25.73,25.74,1,46,2/25/1997,2
1004,-4.7,3.8,85,24.42,24.07,1,46,12/8/1993,12
1005,-5.8,1.8,69.1,26.01,26.81,1,46,7/28/1997,7
1006,-4.3,4.7,80.5,27.36,27.19,0,46,5/25/1998,5
1007,-5.2,-0.2,75.6,24.89,25.32,1,46,6/27/1995,6
1008,-6.4,4.2,80.5,24.19,24.19,1,46,9/16/1992,9
1009,-7.6,2,80.1,25.2,25.04,1,46,8/15/1991,8
1010,-6.3,-0.4,81.3,24.78,24.68,1,46,1/16/1993,1
1011,-6.4,2.5,84.1,24.32,24.75,1,46,12/14/1994,12
1012,-4.7,1.4,77,25.12,25.15,1,46,8/6/1991,8
1013,-7.8,2.1,86.1,25.24,25.23,1,46,1/11/1995,1
1014,-7.5,1.6,85.3,25.63,25.59,1,46,5/30/1996,5
1015,-6.9,2,76.8,23.55,23.62,1,46,9/17/1994,9
1016,-5.7,4.9,82.5,26.81,27.28,1,46,12/15/1997,12
1017,-7.2,-0.3,81.2,24.99,25.51,1,46,7/3/1996,7
1018,-7,0.1,88.3,26.31,27.55,1,46,3/31/1995,3
1019,-7.8,2.3,81.5,23.66,24.48,1,46,8/30/1994,8
1020,-4.6,1.8,85.1,22.51,22.99,1,46,11/19/1996,11
1021,-6,4.3,79.3,24.19,24.08,1,46,9/11/1992,9
1022,-7.6,-0.1,82.8,24.56,24.48,1,46,7/21/1996,7
1023,-4,2.2,80,25.07,25.36,1,46,1/17/1994,1
1024,-4.9,4,83.5,25.68,25.81,1,46,2/3/1994,2
1025,-5.5,4.2,79.2,27.37,27.6,0,46,4/11/1995,4
1026,-6.2,1,79.3,26.57,26.48,1,46,6/10/1991,6
1027,-4.7,3,80.4,26.66,26.84,1,46,5/16/1995,5
1028,-5.7,1.9,72.4,26.58,26.91,0,46,5/10/1995,5
1029,-4.9,4.1,77.6,26.9,27.47,0,46,3/6/1995,3
1030,-6.8,3.5,77.2,27.05,27.4,0,46,3/5/1995,3
1031,-8.1,1.4,79.2,23.89,23.56,1,46,8/17/1994,8
1032,-6.8,1.6,74.6,24.28,24.6,1,46,11/29/1994,11
1033,-5.5,1.7,78.6,24.3,24.19,1,46,10/9/1993,10
1034,-6.3,2.5,80.9,23.02,24.01,1,46,11/26/1996,11
1035,-3.3,3.1,86.6,27.28,28.43,0,46,2/26/1998,2
1036,-6.4,3.5,74.8,27.05,27.66,0,46,3/19/1995,3
1037,-4.9,1.2,85.2,27.09,27.46,0,46,3/20/1993,3
1038,-7.7,4.1,76.1,26.38,26.87,1,46,10/25/1997,10
1039,-5.4,0.4,79,23.17,24.16,1,46,1/6/1997,1
1040,-5,2,83.7,24.02,23.96,1,46,9/29/1993,9
1041,-7.5,0.5,79.7,26.61,26.62,1,46,6/19/1991,6
1042,-6.2,2.5,79.3,24.11,23.67,1,46,9/29/1991,9
1043,-6.5,3.8,79.5,27.53,27.38,0,46,5/23/1993,5
1044,-3.8,1.9,86.6,28.14,28.94,0,46,2/18/1998,2
1045,-6,2.6,76.2,24.07,24.44,1,46,9/21/1992,9
1046,-7.2,2.3,82.1,25.24,25.25,1,46,1/12/1995,1
1047,-4.5,2.6,86.3,24.84,25.79,1,46,2/17/1997,2
1048,-6.7,0.6,77.7,26.45,26.63,1,46,6/24/1991,6
1049,-7.7,2.8,86.7,26.78,27.54,1,46,3/28/1995,3
1050,-5.7,0.7,79.3,28,28.04,0,46,5/1/1992,5
1051,-6.2,2.2,77.9,26.65,26.72,1,46,6/15/1993,6
1052,-6,5.6,82,23.87,24.24,1,46,9/4/1995,9
1053,-5.7,1.9,83.9,26.7,27.65,1,46,3/26/1995,3
1054,-6.5,1.6,77.6,26.7,27.08,1,46,4/22/1995,4
1055,-4.1,0.4,81.3,23.68,23.55,1,46,9/18/1991,9
1056,-5.4,2.1,76.2,25.86,25.98,1,46,1/22/1992,1
1057,-5.9,-1,77,26.57,26.85,1,46,5/24/1991,5
1058,-6.2,1.4,82.4,24.97,25.78,1,46,6/23/1995,6
1059,-7.6,0,86.7,24.3,23.87,1,46,9/2/1991,9
1060,-5.7,3.3,78.5,24.07,24.58,1,46,10/22/1992,10
1061,-7.7,2.6,80.6,23.55,23.7,1,46,9/9/1994,9
1062,-4.8,2.6,76.9,25.19,25.29,1,46,1/16/1994,1
1063,-6.1,0.4,78.7,25.39,25.47,1,46,1/20/1994,1
1064,-6.8,3.7,72.3,23.96,24.26,1,46,10/28/1992,10
1065,-7.6,2.8,82,27.92,27.94,0,46,4/23/1992,4
1066,-5,2.6,78.5,23.96,24.12,1,46,12/3/1992,12
1067,-9.4,2.9,80.9,26.9,27.26,1,46,6/4/1992,6
1068,-4.3,3.2,85.4,26.09,27.71,1,46,4/26/1997,4
1069,-7.2,1.3,75.6,25.43,25.84,1,46,7/30/1993,7
1070,-7.7,2.5,79,26.89,26.56,1,46,5/3/1994,5
1071,-6.9,4.2,89.8,27.48,28.52,0,46,2/13/1998,2
1072,-7.1,-0.6,80.8,26.74,26.59,1,46,5/20/1994,5
1073,-7,1.9,81.8,24.28,24.43,1,46,10/25/1994,10
1074,-8.4,4,75.1,26.41,26.87,1,46,7/8/1997,7
1075,-5.6,1.9,83.6,25.2,25.44,1,46,1/19/1995,1
1076,-7.8,1.5,77,23.89,24,1,46,10/9/1994,10
1077,-4.5,5.8,75.7,27.36,28.06,0,46,1/15/1998,1
1078,-5.8,3.7,78.3,26.77,26.93,1,46,6/10/1993,6
1079,-7.2,3.4,77.3,26.15,26.89,1,46,10/18/1997,10
1080,-6.5,4.8,74.6,27.53,27.77,0,46,5/18/1992,5
1081,-4.6,3.3,79.3,27.9,28.62,0,46,2/11/1998,2
1082,-7.7,2.8,78.8,27.21,27.55,0,46,3/18/1995,3
1083,-7.5,2.8,78.4,27.13,27.45,0,46,3/13/1995,3
1084,-3.4,1.6,82.8,28.02,28.57,0,46,4/3/1993,4
1085,-5.1,0.4,77.6,24.86,25.4,1,46,6/26/1995,6
1086,-7.2,0.1,80.1,24.19,23.86,1,46,10/3/1991,10
1087,-5.2,0.6,87.5,26.43,26.83,1,46,2/20/1993,2
1088,-4.6,1.6,87.8,27.9,28.87,0,46,4/13/1998,4
1089,-6.8,1.3,80.5,28.12,28.05,0,46,5/2/1992,5
1090,-5.2,3.6,80.1,26.56,26.87,1,46,6/11/1993,6
1091,-6.5,0.6,80.1,24.5,24.66,1,46,10/21/1991,10
1092,-6.4,0.4,82.8,24.07,23.94,1,46,9/2/1992,9
1093,-3.4,-2.2,89.4,28.22,28.83,0,46,3/23/1998,3
1094,-6,3.3,79.7,24.38,23.93,1,46,8/31/1991,8
1095,-3.7,3.5,78.5,27.87,28.53,0,46,2/10/1998,2
1096,-5.1,1.2,94.5,25.76,27.21,1,46,3/14/1993,3
1097,-7.4,2.6,90.5,26.39,26.52,1,46,2/15/1995,2
1098,-6.9,0.5,80.1,24.77,24.75,1,46,11/19/1991,11
1099,-6.3,5.2,77.7,26.27,26.75,1,46,9/13/1997,9
1100,-1.5,-3.8,88.2,26.04,26.57,1,46,5/7/1994,5
1101,-6.7,1.4,81.2,25.19,25.59,1,46,7/31/1993,7
1102,-7.7,0.3,75.1,24.39,24.44,1,46,10/28/1994,10
1103,-6.5,2.7,79,23.02,23.62,1,46,10/30/1996,10
1104,-5.4,1.7,78.3,26.49,27.01,1,46,6/12/1997,6
1105,-7.3,2.3,78.5,24.74,25.04,1,46,8/16/1992,8
1106,-5.5,-0.5,83.6,23.96,24.18,1,46,12/14/1992,12
1107,-6.9,3.5,84,25.45,25.24,1,46,6/27/1992,6
1108,-6.2,3.3,78.1,23.59,23.94,1,46,9/7/1994,9
1109,-8.6,2.2,78.1,25.75,25.55,1,46,7/19/1991,7
1110,-4.7,1.4,86.5,25.15,25.32,1,46,6/6/1996,6
1111,-6.2,2.6,78.4,26.7,27.01,1,46,5/13/1995,5
1112,-6.7,2.8,76.4,24.35,24.65,1,46,11/2/1994,11
1113,-6,0.3,88.1,24.47,24.76,1,46,7/13/1994,7
1114,-4.6,3.2,80.7,24.34,24.16,1,46,10/8/1993,10
1115,-6.2,3.5,80.9,27.23,27.3,0,46,4/17/1991,4
1116,-6.3,3.7,78.5,26.93,27.19,1,46,12/10/1997,12
1117,-4.8,1.3,81,23.7,23.42,1,46,9/27/1994,9
1118,-3.7,0.5,85.5,23.94,24.67,1,46,9/1/1993,9
1119,-0.9,0.2,77.6,28.06,28.39,0,46,3/27/1993,3
1120,-4.8,5.2,84.1,27.59,28.23,0,46,1/25/1998,1
1121,-8.2,2.9,79.7,27.06,27.24,1,46,6/5/1992,6
1122,-7.7,0.4,82.8,25.4,25.57,1,46,7/22/1991,7
1123,-7.7,3.5,78.3,27.24,27.65,0,46,5/16/1997,5
1124,-6.4,1.5,80.7,24.18,24.49,1,46,9/8/1993,9
1125,-3.5,-0.3,81.6,27.14,27.63,0,46,3/8/1993,3
1126,-8.3,1.7,82,25.12,25.01,1,46,8/14/1991,8
1127,-5.3,-1.6,82.8,23.84,23.73,1,46,12/25/1992,12
1128,-5.8,2.2,74.2,25.08,24.98,1,46,11/27/1991,11
1129,-5,1.4,80.5,24.54,24.5,1,46,1/12/1993,1
1130,-5.3,0.6,87.5,25.91,27.5,1,46,3/23/1995,3
1131,-5.5,1.8,78.6,24.38,23.9,1,46,12/14/1993,12
1132,-6.4,2.9,77.1,26.49,26.95,1,46,6/22/1997,6
1133,-5.3,4.5,80.8,25.11,25.27,1,46,1/14/1994,1
1134,-5,-0.8,81.6,22.97,22.76,1,46,9/29/1992,9
1135,-6.8,1.1,83.6,25.4,25.4,1,46,7/24/1991,7
1136,-5.5,0.2,73.8,26.49,26.89,0,46,5/22/1991,5
1137,-6.3,2.7,86.1,24.4,24.42,1,46,7/23/1996,7
1138,-6.6,-0.5,81.6,25.59,25.35,1,46,12/21/1991,12
1139,-5.6,3.8,83.7,25.81,25.97,1,46,6/13/1994,6
1140,-7.1,0.9,77.7,23.92,23.76,1,46,11/20/1992,11
1141,-6.6,1.9,87.3,26.24,26.2,1,46,2/14/1994,2
1142,-4.3,3.9,75.8,26.65,26.73,0,46,5/29/1991,5
1143,-5.4,3,84.8,22.78,23.58,1,46,10/21/1996,10
1144,-8.1,0.6,75.8,24.34,24.21,1,46,9/11/1991,9
1145,-5.3,3.7,78.9,25.27,25.07,1,46,8/2/1993,8
1146,-6.8,3.3,81.6,26.5,26.8,1,46,2/25/1995,2
1147,-6.4,4.1,78.6,24.24,24.62,1,46,12/1/1994,12
1148,-8,0.7,80.9,24.42,24.38,1,46,10/14/1991,10
1149,-6.8,2.9,76.9,23.51,23.77,1,46,9/11/1994,9
1150,-5.5,3.5,84,23.99,23.12,1,46,8/23/1992,8
1151,-5.2,3.1,85.6,26.32,26.21,1,46,2/11/1994,2
1152,-5.7,4.3,74.2,24.91,25.06,1,46,10/26/1993,10
1153,-3.7,4.2,82.2,27.09,27.66,0,46,5/17/1993,5
1154,-4.6,1.3,90,26,26.6,1,46,2/27/1994,2
1155,-6.7,2.2,85,25.16,25.41,1,46,1/18/1995,1
1156,-6.8,1.2,81.9,25.01,25.02,1,46,7/3/1994,7
1157,-6.9,-0.4,77.5,26.65,26.97,1,46,6/10/1997,6
1158,-5.8,2.5,78.1,24.07,24.14,1,46,9/14/1992,9
1159,-5.4,3,83.2,27.49,27.59,0,46,4/21/1993,4
1160,-7.7,4.6,73.4,26.12,26.22,1,46,7/10/1992,7
1161,-6.4,2.4,80.9,23.88,24.23,1,46,10/30/1992,10
