"","Observation","New.Date","Latitude","Longitude","Zonal.Winds","Meridional.Winds","Humidity","Air.Temp","Sea.Surface.Temp","diff","buoy","MonthN","new_elnino_1","new_elnino_2","new_elnino_3","new_elnino_4","new_elnino_5","new_elnino_6","new_elnino_7","new_elnino_8","new_elnino_9","new_elnino_10","new_elnino_11","new_elnino_12"
"1111",13769,1994-04-21,0.04,-139.98,-4.9,1.3,84.2,26.54,26.78,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1112",13770,1994-04-22,0.04,-139.98,-5.1,-1.8,82.7,26.41,26.72,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1113",13771,1994-04-23,0.04,-139.98,-3.2,-2.2,79.3,26.16,26.63,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1114",13772,1994-04-24,0.04,-139.99,-2.4,2,80.1,26.6,27.09,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1115",13773,1994-04-25,0.04,-139.99,-3.5,0.5,80.7,26.75,27.04,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1116",13774,1994-04-26,0.04,-139.98,-3.3,-1.2,81.1,26.61,27.05,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1117",13775,1994-04-27,0.04,-139.99,-2.2,-2,77.8,26.27,27.06,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1118",13776,1994-04-28,0.04,-139.98,-4,-0.3,76.3,26.57,27.08,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1119",13777,1994-04-29,0.06,-139.97,-5.5,-0.8,78.6,27.05,27.12,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1120",13778,1994-04-30,0.04,-139.99,-5.8,-0.8,78.3,27.13,27.09,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0
"1121",13779,1994-05-01,0.04,-139.98,-6.8,-0.9,81.4,27,26.85,71,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1122",13780,1994-05-02,0.05,-139.98,-5.5,-0.9,83.5,26.79,26.74,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1123",13781,1994-05-03,0.04,-139.98,-3.2,-4.1,86.2,26.49,26.8,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1124",13782,1994-05-04,0.04,-139.98,-4,-2.8,85.5,26.71,26.83,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1125",13783,1994-05-05,0.04,-139.98,-4.8,0.6,82.6,26.84,26.98,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1126",13784,1994-05-06,0.04,-139.99,-5.8,-0.3,81.5,26.69,26.82,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1127",13785,1994-05-07,0.04,-139.98,-5.9,-1.2,81.9,26.64,26.78,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1128",13786,1994-05-08,0.04,-139.99,-5.9,-1.5,81.6,26.47,26.68,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1129",13787,1994-05-09,0.05,-139.99,-5.8,-0.5,79.5,26.57,26.79,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1130",13788,1994-05-10,0.04,-139.99,-2.7,-2.4,81.7,26.51,27.03,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1131",13789,1994-05-11,0.04,-139.98,-6,-2.6,79.2,26.71,26.99,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1132",13790,1994-05-12,0.04,-139.99,-6.1,-1.8,79.2,26.75,27.03,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1133",13791,1994-05-13,0.04,-139.98,-6.4,-1.4,80.1,26.8,27.05,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1134",13792,1994-05-14,0.04,-139.99,-6.2,0.7,81.1,26.94,26.97,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1135",13793,1994-05-15,0.04,-139.98,-3.6,0,83,26.72,27.12,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1136",13794,1994-05-16,0.04,-139.98,-4.1,-0.6,82.3,26.81,27.07,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1137",13795,1994-05-17,0.04,-139.99,-3.6,0.8,80.4,26.76,27.24,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1138",13796,1994-05-18,0.04,-139.98,-4.1,2.8,78.6,26.89,27.26,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1139",13797,1994-05-19,0.04,-139.99,-4.7,0.5,78.7,27.02,27.34,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1140",13798,1994-05-20,0.04,-139.99,-3.9,0.1,78.6,26.77,27.43,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1141",13799,1994-05-21,0.04,-139.98,-4,2.1,78.6,26.97,27.26,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1142",13800,1994-05-22,0.04,-139.99,-4.8,-0.2,78.7,26.98,27.18,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1143",13801,1994-05-23,0.04,-139.98,-5.6,-1.9,78.9,26.74,27.03,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1144",13802,1994-05-24,0.04,-139.98,-5.3,-0.7,79.4,26.61,26.88,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1145",13803,1994-05-25,0.04,-139.98,-5.6,-0.7,78.1,26.34,26.71,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1146",13804,1994-05-26,0.04,-139.98,-4.5,-0.2,80.9,26.34,26.73,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1147",13805,1994-05-27,0.04,-139.99,-2.7,-0.4,84,26.44,27.06,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1148",13806,1994-05-28,0.03,-139.97,-3,1.8,83.6,26.57,27.08,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1149",13807,1994-05-29,0.03,-139.97,-3.7,0.7,79.7,26.32,27.12,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1150",13808,1994-05-30,0.03,-139.97,-3.9,-0.7,76.5,26.09,26.94,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1151",13809,1994-05-31,0.03,-139.97,-4,-0.2,79.4,26.07,26.85,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"1152",13810,1994-06-01,0.03,-139.97,-2.6,2.2,77.7,26.35,27.26,70,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1153",13811,1994-06-02,0.03,-139.97,-2.1,0.6,76.3,26.56,27.63,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1154",13812,1994-06-03,0.02,-139.97,-5.5,-1.8,79.7,26.62,27.59,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1155",13813,1994-06-04,0.03,-139.97,-4.7,1.7,78.1,26.58,27.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1156",13814,1994-06-05,0.03,-139.97,-4.2,0.8,82.1,26.58,27.77,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1157",13815,1994-06-06,0.03,-139.97,-7.8,-0.9,79.3,26.88,27.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1158",13816,1994-06-07,0.03,-139.97,-7.6,-2,77.8,26.8,27.2,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1159",13817,1994-06-08,0.03,-139.97,-7.8,-2.4,80.1,26.65,26.94,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1160",13818,1994-06-09,0.03,-139.97,-7.7,-0.8,83.1,26.59,26.76,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1161",13819,1994-06-10,0.03,-139.97,-4.9,0,80.9,26.37,26.73,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1162",13820,1994-06-11,0.03,-139.97,-4.5,0.8,84.8,26.32,26.77,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1163",13821,1994-06-12,0.03,-139.97,-6.6,0.2,85.8,26.52,26.65,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1164",13822,1994-06-13,0.03,-139.97,-6.9,-1.7,82.6,26.27,26.53,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1165",13823,1994-06-14,0.03,-139.97,-6.8,-0.6,81.5,26.08,26.28,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1166",13824,1994-06-15,0.03,-139.97,-3.2,-1.1,88.3,25.56,26.17,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1167",13825,1994-06-16,0.03,-139.97,-3.5,-0.5,89.5,25.63,26.19,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1168",13826,1994-06-17,0.03,-139.97,-6,-1.9,85.1,25.9,26.18,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1169",13827,1994-06-18,0.03,-139.97,-5.2,-0.8,81.3,25.76,26.23,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1170",13828,1994-06-19,0.03,-139.97,-2,-0.1,83.8,25.76,26.51,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1171",13829,1994-06-20,0.03,-139.97,-2.3,0.4,83.7,26.17,26.69,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1172",13830,1994-06-21,0.03,-139.97,-3.7,-0.7,83.1,26.11,26.76,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1173",13831,1994-06-22,0.03,-139.97,-4.4,-0.8,83.7,25.86,26.42,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1174",13832,1994-06-23,0.03,-139.97,-5.3,-1.2,85.4,25.77,26.27,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1175",13833,1994-06-24,0.03,-139.97,-3.8,-0.1,86.2,25.8,26.28,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1176",13834,1994-06-25,0.03,-139.97,-4.7,0,85.7,25.78,26.33,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1177",13835,1994-06-26,0.03,-139.97,-5.5,-0.6,84.9,25.68,26.11,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1178",13836,1994-06-27,0.03,-139.97,-6.3,-0.6,83,25.58,25.99,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1179",13837,1994-06-28,0.03,-139.97,-5.8,-1.2,83.5,25.5,26.04,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1180",13838,1994-06-29,0.03,-139.97,-5.8,-0.9,85.2,25.7,26.28,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1181",13839,1994-06-30,0.03,-139.97,-6.5,-0.5,86.2,25.87,26.34,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"1182",13840,1994-07-01,0.03,-139.97,-6.6,-1.1,84.2,25.86,26.32,71,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1183",13841,1994-07-02,0.03,-139.97,-6.1,-2.2,83.9,25.75,26.24,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1184",13842,1994-07-03,0.03,-139.97,-7,-2,81.1,25.51,26.18,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1185",13843,1994-07-04,0.03,-139.97,-7.1,-2.5,78,25.41,26.09,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1186",13844,1994-07-05,0.03,-139.97,-7.7,-2,80.1,25.39,26,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1187",13845,1994-07-06,0.03,-139.97,-7.9,-1.5,80.3,25.25,25.77,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1188",13846,1994-07-07,0.03,-139.97,-7.6,-0.7,84.5,25.15,25.63,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1189",13847,1994-07-08,0.03,-139.97,-6.3,-0.3,83.9,25.23,25.59,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1190",13848,1994-07-09,0.03,-139.97,-4.7,-1.5,80.8,24.88,25.62,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1191",13849,1994-07-10,0.03,-139.97,-5.8,-0.5,83.7,24.86,25.6,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1192",13850,1994-07-11,0.03,-139.97,-6.2,0.2,88.5,25.24,25.55,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1193",13851,1994-07-12,0.03,-139.97,-5.7,-0.6,90.2,25.11,25.61,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1194",13852,1994-07-13,0.03,-139.97,-6.7,-2.1,90.2,25.04,25.64,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1195",13853,1994-07-14,0.02,-139.97,-7.2,-3,85.8,25.23,25.7,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1196",13854,1994-07-15,0.03,-139.97,-6.6,-1.4,88,25.14,25.7,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1197",13855,1994-07-16,0.02,-139.97,-4.9,0.6,88.5,25.14,25.83,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1198",13856,1994-07-17,0.02,-139.97,-4.5,3.3,89.3,25.51,25.88,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1199",13857,1994-07-18,0.03,-139.97,-5.7,1.2,86.4,25.4,25.81,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1200",13858,1994-07-19,0.03,-139.97,-5.4,-1.1,85.5,25.16,25.81,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1201",13859,1994-07-20,0.03,-139.97,-5.1,-1.6,84.2,24.97,25.69,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1202",13860,1994-07-21,0.03,-139.97,-5.1,-1.4,83.5,25.01,25.58,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1203",13861,1994-07-22,0.03,-139.97,-5.8,-0.6,80.3,25.01,25.49,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1204",13862,1994-07-23,0.03,-139.97,-5,-1.1,82.1,25.02,25.62,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1205",13863,1994-07-24,0.03,-139.97,-6,-1.4,82.1,25.24,25.79,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1206",13864,1994-07-25,0.03,-139.97,-5.9,-0.8,78.5,25.18,25.76,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1207",13865,1994-07-26,0.03,-139.97,-4.5,0.1,81.3,25.16,25.86,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1208",13866,1994-07-27,0.03,-139.97,-6.1,-1.2,81.8,25.49,25.92,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1209",13867,1994-07-28,0.03,-139.96,-6.9,-1.6,78.5,25.31,25.98,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1210",13868,1994-07-29,0.03,-139.97,-6.6,-1.5,79.5,25.51,25.98,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1211",13869,1994-07-30,0.04,-139.97,-6.7,-0.4,80.3,25.48,25.89,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1212",13870,1994-07-31,0.03,-139.97,-7.3,0.2,83.3,25.65,25.82,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"1213",13871,1994-08-01,0.04,-139.97,-6.4,-1.5,82.4,25.56,25.83,70,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1214",13872,1994-08-02,0.03,-139.97,-5.5,-0.7,77.8,25.37,25.85,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1215",13873,1994-08-03,0.03,-139.97,-4,3,82.1,25.64,25.87,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1216",13874,1994-08-04,0.04,-139.97,-5.3,2.4,78.9,25.8,25.97,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1217",13875,1994-08-05,0.04,-139.97,-2.3,-1.8,81.7,25.5,26.08,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1218",13876,1994-08-06,0.04,-139.97,-3.6,1.3,82.1,25.83,26.32,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1219",13877,1994-08-07,0.04,-139.98,-5.6,2.9,81.9,26.03,26.32,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1220",13878,1994-08-08,0.04,-139.97,-6.2,1,80.9,25.82,26.34,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1221",13879,1994-08-09,0.04,-139.98,-6.2,-1,77,25.83,26.61,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1222",13880,1994-08-10,0.04,-139.97,-7.4,-0.1,76.4,25.93,26.62,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1223",13881,1994-08-11,0.04,-139.97,-7,1,79.4,26.09,26.73,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1224",13882,1994-08-12,0.03,-139.97,-5.5,0.9,78.2,25.99,26.83,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1225",13883,1994-08-13,0.03,-139.97,-6.1,0.4,79,25.87,26.89,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1226",13884,1994-08-14,0.03,-139.97,-7.4,0.7,78.7,26.03,26.94,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1227",13885,1994-08-15,0.03,-139.97,-8,1.2,77,26.1,26.96,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1228",13886,1994-08-16,0.03,-139.97,-6.8,0.1,77.3,25.97,26.94,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1229",13887,1994-08-17,0.03,-139.98,-7.3,-1.3,80.9,26.13,26.87,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1230",13888,1994-08-18,0.02,-139.98,-7.1,-0.7,82.7,26.1,26.57,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1231",13889,1994-08-19,0.02,-139.98,-7.3,-0.1,83.4,25.86,26.25,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1232",13890,1994-08-20,0.02,-139.98,-7.7,0.2,83.5,25.8,26.21,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1233",13891,1994-08-21,0.02,-139.98,-7.3,1.6,81.5,25.81,26.19,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1234",13892,1994-08-22,0.02,-139.98,-7.2,-0.9,80.4,25.99,26.29,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1235",13893,1994-08-23,0.03,-139.99,-8.1,-0.4,80.4,26.18,26.58,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1236",13894,1994-08-24,0.03,-139.99,-8.3,0.3,81.8,26.05,26.6,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1237",13895,1994-08-25,0.03,-139.99,-8.6,-0.1,79.5,25.99,26.44,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1238",13896,1994-08-26,0.03,-139.99,-7.2,-0.1,80.5,25.5,26.55,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1239",13897,1994-08-27,0.03,-139.99,-6.9,-0.7,79,25.62,26.15,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1240",13898,1994-08-28,0.03,-139.99,-6,-0.5,84.2,25.56,25.91,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1241",13899,1994-08-29,0.03,-139.98,-6.7,-1.1,86,25.48,25.68,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1242",13900,1994-08-30,0.04,-139.98,-6.9,-0.3,84.4,25.48,25.57,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1243",13901,1994-08-31,0.04,-139.98,-7.3,1.1,85.1,25.66,25.79,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"1244",13902,1994-09-01,0.04,-139.98,-7.9,-0.1,82.7,25.74,25.88,70,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1245",13903,1994-09-02,0.04,-139.98,-7.7,-1.6,78.7,25.59,25.95,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1246",13904,1994-09-03,0.03,-139.99,-8.4,0.2,77.5,25.67,26.1,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1247",13905,1994-09-04,0.03,-139.99,-7.8,0.7,78.7,25.86,26.14,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1248",13906,1994-09-05,0.03,-139.99,-6.5,0,82.8,25.71,26.19,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1249",13907,1994-09-06,0.03,-139.99,-6.3,1,83.7,25.7,26.17,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1250",13908,1994-09-07,0.03,-139.99,-7.1,1.5,81.7,25.53,26.02,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1251",13909,1994-09-08,0.03,-139.99,-7.6,1.4,82,25.46,26.01,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1252",13910,1994-09-09,0.02,-139.99,-8.3,-0.2,80.3,25.47,26.03,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1253",13911,1994-09-10,0.02,-139.99,-8.2,-1.3,79.3,25.39,25.98,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1254",13912,1994-09-11,0.02,-139.99,-7.8,-1.2,77,25.31,25.98,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1255",13913,1994-09-12,0.02,-139.99,-6.7,-0.5,77,25.19,26.03,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1256",13914,1994-09-13,0.02,-139.98,-7.4,0.4,77.5,25.14,26.01,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1257",13915,1994-09-14,0.03,-139.99,-5.7,1,79.9,25.12,25.86,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1258",13916,1994-09-15,0.03,-139.99,-6.7,1.2,80,25.07,25.78,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1259",13917,1994-09-16,0.03,-139.99,-7.7,0.4,76.1,24.98,25.38,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1260",13918,1994-09-17,0.03,-139.98,-6.1,-0.6,82.4,24.87,25.26,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1261",13919,1994-09-18,0.04,-139.98,-6.1,-1.2,83.6,24.76,25.3,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1262",13920,1994-09-19,0.04,-139.98,-5.3,-0.7,84.3,24.94,25.45,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1263",13921,1994-09-20,0.04,-139.98,-3.6,0.3,84.5,24.86,25.78,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1264",13922,1994-09-21,0.04,-139.98,-3,1.4,83.2,25.19,25.99,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1265",13923,1994-09-22,0.04,-139.98,-3.5,1.5,82.8,25.28,25.97,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1266",13924,1994-09-23,0.03,-139.98,-4,0.6,78.9,25.15,26.03,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1267",13925,1994-09-24,0.03,-139.98,-3,-0.7,76.4,25.14,26.17,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1268",13926,1994-09-25,0.02,-139.98,-4.1,-0.1,76.1,25.02,26.23,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1269",13927,1994-09-26,0.02,-139.97,-4.6,1.8,80.1,25.23,26.01,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1270",13928,1994-09-27,0.02,-139.97,-5.2,0.5,80.6,25.39,26.2,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1271",13929,1994-09-28,0.02,-139.98,-6.9,-0.2,76.6,25.32,26.15,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1272",13930,1994-09-29,0.02,-139.98,-6.9,-1.6,77.7,25.26,26.22,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1273",13931,1994-09-30,0.02,-139.98,-5.7,0.6,81.4,25.37,26.43,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"1274",13932,1994-10-01,0.02,-139.97,-4.7,4.6,80.5,25.59,26.56,71,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1275",13933,1994-10-02,0.03,-139.97,-4.3,1.7,79.9,25.76,26.81,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1276",13934,1994-10-03,0.03,-139.97,-6.1,-2.5,79.8,25.58,26.81,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1277",13935,1994-10-04,0.03,-139.97,-6.2,-0.9,78.2,25.45,26.85,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1278",13936,1994-10-05,0.02,-139.97,-6.2,1.2,78.6,25.83,27.09,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1279",13937,1994-10-06,0.03,-139.97,-5.7,3.6,81.2,26.05,27.25,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1280",13938,1994-10-07,0.03,-139.97,-6,1.9,79.8,26.2,27.37,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1281",13939,1994-10-08,0.03,-139.97,-4.8,0.1,79.5,26.01,27.29,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1282",13940,1994-10-09,0.03,-139.97,-4.2,1.3,79.5,25.74,27.08,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1283",13941,1994-10-10,0.04,-139.97,-5.4,2.7,79.8,25.84,26.92,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1284",13942,1994-10-11,0.03,-139.97,-6.1,1.6,79.8,25.74,26.64,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1285",13943,1994-10-12,0.03,-139.98,-6.3,1.1,74.2,26.1,26.3,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1286",13944,1994-10-13,0.03,-139.99,-6.4,-0.4,73.6,26.18,26.38,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1287",13945,1994-10-14,0.03,-139.98,-5.8,-0.6,75.3,26.11,26.42,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1288",13946,1994-10-15,0.02,-139.98,-5.2,2.6,73.2,26.2,26.47,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1289",13947,1994-10-16,0.03,-139.98,-5.7,1.8,70,26.33,26.59,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1290",13948,1994-10-17,0.03,-139.98,-5.5,1.3,71.1,26.15,26.64,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1291",13949,1994-10-18,0.03,-139.98,-3.7,0.5,73.5,26.07,26.72,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1292",13950,1994-10-19,0.03,-139.98,-5.8,1.3,73.9,26.33,26.76,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1293",13951,1994-10-20,0.03,-139.99,-6.3,0.4,72.9,26.24,26.76,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1294",13952,1994-10-21,0.03,-139.98,-4.4,-0.9,71.7,26.21,26.81,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1295",13953,1994-10-22,0.03,-139.98,-4.5,0.7,72.5,26.09,26.88,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
"1296",13954,1994-10-23,0.02,-139.98,-4.8,1.4,70.4,26.19,26.85,1,2,10,0,0,0,0,0,0,0,0,0,1,0,0
